"id","value","fips","lat","lon","state","county","city","CMAQ","zcta","zcta_area","zcta_pop","imp_a500","imp_a1000","imp_a5000","imp_a10000","imp_a15000","county_area","county_pop","log_dist_to_prisec","log_pri_length_5000","log_pri_length_10000","log_pri_length_15000","log_pri_length_25000","log_prisec_length_500","log_prisec_length_1000","log_prisec_length_5000","log_prisec_length_10000","log_prisec_length_15000","log_prisec_length_25000","log_nei_2008_pm25_sum_10000","log_nei_2008_pm25_sum_15000","log_nei_2008_pm25_sum_25000","log_nei_2008_pm10_sum_10000","log_nei_2008_pm10_sum_15000","log_nei_2008_pm10_sum_25000","popdens_county","popdens_zcta","nohs","somehs","hs","somecollege","associate","bachelor","grad","pov","hs_orless","urc2013","urc2006","aod"
13121.0048,14.25798319,13121,33.77933,-84.39576,"Georgia","Fulton","Atlanta",10.52544688,30313,2880070,9495,49.93598616,53.67599175,38.05352385,24.38457313,23.38877177,1363977166,920581,3.956819013,11.68028415,12.59245285,13.37102895,13.9727665,9.359464716,10.28808669,12.60444788,13.63767822,14.30548312,15.08408318,5.445597639,6.11583415,6.542123691,6.208464238,6.626085646,6.945776591,674.9240551,3296.79487,0,0,0,7.2,0,82.6,10.1,8.75,0,1,1,45.66666667
12005.1004,9.909322034,12005,30.144167,-85.614444,"Florida","Bay","Panama City",8.909907716,32404,333647041,38425,17.16868512,15.01686851,11.10650455,8.340405981,6.184587231,1964400618,168852,6.828549041,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,8.364182785,11.9747297,12.75062385,13.05837088,13.57050904,6.618560591,6.636164977,7.015686616,6.778211214,6.802977688,7.317914103,85.95599006,115.1666141,8.3,11.2,29.6,25.9,9.7,9.4,5.9,14.5,49.1,4,4,29.75
22033.0009,11.38439153,22033,30.46198,-91.17922,"Louisiana","East Baton Rouge","Baton Rouge",14.00675104,70802,19933632,27267,47.90311419,44.06509906,29.47666219,18.87431241,15.49306971,1179412087,440171,6.181626089,9.98335033,10.90264689,11.35948786,11.95518492,7.14096009,9.352307936,12.02444225,13.13342482,13.68512954,14.48887031,7.773418078,8.089046513,8.61703868,7.810005057,8.125121542,8.729321585,373.2122172,1367.889204,100,0,0,0,0,0,0,15,100,3,3,42.11111111
41033.0114,10.1862069,41033,42.434139,-123.348466,"Oregon","Josephine","Grants Pass",3.255775812,97526,364950829,34205,0.226643599,0.236807958,8.974135799,5.480137582,3.540338633,4246719858,82713,7.563284694,10.2312738,11.09741701,11.53816733,12.19315129,6.214608098,7.60090246,11.20944208,12.0044933,12.44209875,13.01142644,2.640758504,2.653386571,2.653449831,2.679813584,2.769663856,2.770096979,19.4769146,93.72495493,3.1,9.6,31.3,27.3,11.7,11.1,5.8,10.4,44,4,5,37
32003.1019,4.521621622,32003,35.785671,-115.357048,"Nevada","Clark","Jean",8.390542115,89179,308602532,2340,0,0.064878893,0.285061362,0.474898115,0.366503726,20438710673,1951269,8.116773586,9.609929449,10.70528895,11.16412324,11.80331695,6.214608098,7.60090246,10.1517371,11.11211121,11.49778837,12.38057321,1.661804612,1.661804612,3.29956883,2.151145234,2.151145234,4.345109584,95.46928039,7.582569024,0,21.3,32,42.2,4.4,0,0,5.15,53.3,1,1,15.41666667
48113.005,11.4877193,48113,32.774262,-96.797686,"Texas","Dallas","Dallas",12.5124753,75201,3741301,9409,60.3650519,60.76989619,43.07342937,31.0509573,29.26313297,2256602704,2368139,5.425112417,12.01349819,12.6463475,13.10317163,13.89057396,8.610477225,9.546120334,12.48251218,13.38255892,14.15808268,14.76013106,5.385174166,5.733357474,6.253136433,5.410691695,5.827087806,6.462698201,1049.426643,2514.900565,10.275,12.825,30.05,25.3,7.775,9.55,4.25,5.475,53.15,1,1,66.5
39099.0014,13.13529412,39099,41.095938,-80.658516,"Ohio","Mahoning","Youngstown",8.40905102,44503,1164199,1021,42.77941176,40.37781142,25.80482224,17.26042273,11.94611809,1066098928,238823,5.207157614,10.64183757,11.73180281,12.4694258,13.13328156,8.543610857,9.726838892,12.00505912,13.05898266,13.64180218,14.53999591,5.025593921,6.101849438,7.071476549,5.163845047,6.303530939,7.426727316,224.015796,876.9978328,12.1,16,34.3,18.5,8.4,7.4,3.3,0,62.4,3,3,47.7
40015.9008,9.680373832,40015,35.111944,-98.252778,"Oklahoma","Caddo","Anadarko",6.637223525,73042,275681463,1073,0.023356401,0.026384083,0.271085101,1.015203818,0.536666818,3310753325,29600,7.149582285,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,10.10488301,11.57767464,12.21501613,12.90402982,4.725592011,4.725592011,4.749429207,4.726565561,4.726565561,4.750441928,8.940563399,3.892173193,5.8,12.9,41.6,22.5,2.7,11.1,3.4,22.3,60.3,6,6,19.2
9003.1003,9.564431487,9003,41.784722,-72.631667,"Connecticut","Hartford","East Hartford",6.659058967,6108,21005202,24307,20.31487889,22.65527682,27.29803239,24.4398293,17.6512065,1903891914,894014,5.536916729,11.55870071,12.34349113,12.68117569,13.1356219,7.723075694,8.940596805,12.09332572,13.20255147,13.80731924,14.65194336,3.914033936,3.927336003,4.234481217,4.126883661,4.139382004,4.52368999,469.5718247,1157.189538,9.8,12.9,34.5,20.8,7.7,10.4,4,18.5,57.2,1,1,41.77777778
11001.0043,11.68633721,11001,38.921847,-77.013178,"District Of Columbia","District of Columbia","Washington",10.37936426,20010,2807752,30138,35.00086505,36.53254832,41.51082169,29.0319667,26.25375773,158114680,601723,6.645995372,9.996570632,11.9410834,13.15781741,13.80315039,6.214608098,8.424778065,11.5481608,13.44000801,14.40705805,15.18962766,4.382721381,5.016168041,5.179190908,4.441679938,5.110984232,5.368840685,3805.611218,10733.85399,6.8,9.3,17.9,11.2,3.7,25.3,25.8,13,34,1,1,61.16666667
21101.0014,11.74848485,21101,37.8712,-87.46375,"Kentucky","Henderson","Not in a city",10.35339888,42420,488134901,38192,0.212802768,0.299524221,0.435406172,1.912250072,4.790373245,1130968068,46250,7.697552426,8.517193191,10.154979,11.33081958,12.03613873,6.214608098,7.60090246,9.553481755,11.50475657,12.91220767,13.89105012,8.386250385,8.776274854,8.893894088,8.852442154,9.185212365,9.300865756,40.89416961,78.24066651,2.6,14.9,43.3,16.8,9,7.6,5.8,17.3,60.8,3,3,43.44444444
6011.1002,11.93728814,6011,39.202935,-122.017728,"California","Colusa","Colusa",5.134311455,95932,321650643,7718,22.57785467,18.1092128,3.500893865,1.340585202,1.119125452,2980379369,21419,4.122951585,8.517193191,9.210340372,10.7350106,11.76667604,7.885247558,8.825169465,10.48538255,11.19368562,11.88196484,12.60610303,2.90808245,3.932691517,4.439855316,4.055547294,4.72527403,5.419372502,7.186668993,23.99497768,11.3,8.6,26.8,29.9,10.2,9.7,3.5,8.6,46.7,6,6,58.63636364
50007.0012,7.759574468,50007,44.480278,-73.214444,"Vermont","Chittenden","Burlington",5.117598709,5401,15341366,28185,55.16782007,47.03352076,16.03710092,9.448317046,5.065229063,1389731195,156545,5.75580277,10.83130325,11.510515,11.89659695,12.66702537,7.792083038,9.186338187,11.65150919,12.56617115,12.96037019,13.67187109,3.841171059,3.841754695,3.841857004,3.957857514,3.961845766,3.962543492,112.6440858,1837.189726,4,6.1,18.9,17.2,6.4,29.1,18.4,15.5,29,4,4,36.8
24005.1007,11.7097561,24005,39.462029,-76.631673,"Maryland","Baltimore","Cockeysville",9.634451847,21030,61585318,24355,12.40743945,17.34104671,11.07091506,6.190538205,7.151430445,1549594703,805029,6.640054322,10.30785784,11.50957136,12.08954931,13.15762871,6.214608098,8.746785153,11.29165164,12.61252222,13.48656916,14.64135813,1.876112364,1.943317165,5.121159995,2.57629685,2.616515325,5.739885741,519.5093907,395.467634,1.8,2.5,18,16.8,6.1,29,25.8,1.5,22.3,2,2,44
54051.1002,13.09196676,54051,39.915961,-80.733858,"West Virginia","Marshall","Moundsville",7.45861192,26041,158952007,16183,19.60380623,16.03226519,5.287694073,2.51147551,1.90478772,791062651,33107,6.052883749,8.517193191,9.210340372,9.61580548,11.67562679,7.641165982,9.015238001,11.16420505,12.15410118,12.87409104,13.84509044,7.604428153,8.546724512,8.649879572,7.679728709,8.641952915,8.779484631,41.85129959,101.810605,4.5,9.4,45.5,21.4,7.2,8.9,3.1,11.1,59.4,4,4,34.09090909
10003.1007,11.48425926,10003,39.5513,-75.732,"Delaware","New Castle","Not in a city",9.75057813,19701,68921004,39194,1.71366782,5.880190311,6.610519265,7.77507748,8.185665746,1104074798,538479,6.5295421,8.517193191,10.67778494,11.5080426,12.50462964,6.214608098,9.226355426,11.8265704,13.18785765,13.93650472,14.66419417,6.163505035,6.281171646,6.675887099,6.169852302,6.301066753,6.738172785,487.7196735,568.68005,1.6,5,30,20.4,8,22.4,12.7,3.5,36.6,2,2,52
17163.001,12.17272727,17163,38.612034,-90.160477,"Illinois","Saint Clair","East Saint Louis",12.08051091,62207,17255095,8750,23.26470588,31.3966263,36.46873641,27.42403905,24.33694808,1703588508,270056,6.548314163,11.49002763,12.53287436,12.98726886,13.69891761,6.214608098,8.70461742,11.8312978,13.09555812,13.65113184,14.49300531,6.745484788,6.950583245,7.006329077,7.357546295,7.523537746,7.582920676,158.5218489,507.0965996,2.2,11.7,18.8,16.7,14.1,11.8,24.8,0,32.7,1,1,73.83333333
37135.0007,12.14,37135,35.901944,-79.056667,"North Carolina","Orange","Chapel Hill",8.252057127,27517,119052760,23346,6.716262976,5.765570934,8.096973891,5.038739667,4.158639406,1030705790,133801,5.292167912,8.517193191,10.64908709,11.12094889,12.81021923,9.024911553,9.819695314,11.60411254,12.34290265,12.83513293,13.95059204,2.003277022,2.003404234,3.75216115,2.251068,2.25183154,4.381249285,129.81493,196.0979317,6.9,4.8,12.6,14.8,3.2,27.9,29.8,13.6,24.3,3,3,41.91666667
31157.0003,6.783809524,31157,41.865,-103.664444,"Nebraska","Scotts Bluff","Scottsbluff",3.899386297,69361,296157543,17999,0.643044619,0.41815772,6.948110584,4.052993265,2.301320487,1915039277,36970,7.923346708,8.517193191,9.210340372,9.61580548,10.30026861,6.214608098,7.60090246,10.59816625,12.11714821,12.56397769,13.21650367,3.326341691,3.326341691,3.358309785,5.141261662,5.141261662,5.146733843,19.30508708,60.77508551,4.3,11.8,30.4,22.8,9.6,15.3,5.8,12.3,46.5,5,5,27.77777778
51087.0015,10.45847458,51087,37.67132,-77.5664,"Virginia","Henrico","Not in a city",7.583241014,23060,39294586,33417,15.44896194,12.40354671,14.59928124,11.34917174,9.261643099,605271846,306935,3.227255506,10.4528116,11.50085705,12.43194389,12.88676936,7.819284468,9.001580075,11.65996566,12.96996555,13.68385189,14.41227927,2.808520483,4.598572812,6.142599708,3.438150617,4.896472839,6.440893111,507.1027209,850.4224984,2.3,4.3,13,16.2,6,37,21.2,3.2,19.6,2,2,41.58333333
41025.0002,11.71666667,41025,43.586389,-119.051111,"Oregon","Harney","Burns",1.776024385,97738,189589231,1941,2.389273356,4.721020761,1.722103697,0.768486072,0.45999303,26244789736,7422,6.540152606,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,8.584509542,10.77465834,11.86645834,12.33108441,12.80735923,1.068864169,1.080685855,1.080732846,1.5518088,1.60670169,1.606915281,0.282798989,10.23792327,0.6,3.5,36,35.1,5.1,12.1,7.5,26.1,40.1,6,6,24.33333333
10005.1002,12.24827586,10005,38.6539,-75.6106,"Delaware","Sussex","Seaford",9.009156591,19973,203730949,23838,2.063148789,1.485077855,4.619098919,3.049119625,2.086294812,2424432871,197145,7.917962909,8.517193191,9.258821425,9.648385915,10.16236677,6.214608098,7.60090246,11.19551254,12.54066782,13.23066869,14.20375721,5.484770846,5.563516889,5.672890513,5.588090566,5.717217963,5.844529864,81.31592438,117.0072594,6.7,10.8,42.8,16.6,7.8,8.6,6.8,14.3,60.3,3,5,53.5
55003.001,6.38220339,55003,46.602,-90.656,"Wisconsin","Ashland","Not in a city",3.420062617,54861,12326458,150,0,0.367953839,0.290908927,0.129970497,0.140827455,2706628242,16157,7.159430994,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,9.575317611,10.29029419,10.77822002,12.38327926,0,9.29e-05,3.63367889,0,2e-04,5.751737379,5.969419719,12.16894586,0,1.4,30.1,35.6,32.9,0,0,57.7,31.5,6,6,112
5139.0006,10.9952381,5139,33.220274,-92.669619,"Arkansas","Union","El Dorado",7.703593923,71730,1183678699,32213,0.565743945,1.230752595,2.811763846,6.016925595,4.134226405,2691552718,41639,8.443518959,8.517193191,10.55369542,10.79074841,10.97796718,6.214608098,7.60090246,9.633897621,12.04639189,12.53445676,13.07873635,5.650440719,5.71501169,5.825031976,5.969451823,6.016964432,6.127516898,15.47025244,27.2143108,6.5,13.2,33.3,20.7,8.1,12.6,5.6,22,53,5,5,35.41666667
55133.0027,13.5464,55133,43.020075,-88.21507,"Wisconsin","Waukesha","Waukesha",8.759594224,53186,32557513,33592,36.35294118,34.58650519,25.08783328,16.01545722,14.50177225,1423388982,389891,4.394461427,10.27199811,11.2124212,12.17589818,13.14080049,8.276997103,9.65357372,11.66328644,12.62850129,13.28035832,14.33197441,3.562707181,3.811794671,5.444018358,4.296595399,4.714434224,6.385616064,273.9173936,1031.774141,3.1,6.4,25.4,23.8,9.1,21.8,10.5,8.2,34.9,2,2,43.375
19155.0009,10.2773913,19155,41.264171,-95.896124,"Iowa","Pottawattamie","Council Bluffs",7.267698066,51510,4841212,3785,12.54930796,20.23313149,33.60171759,22.30026336,17.07847549,2461213949,93158,5.789315151,10.83719278,11.99510482,12.58197305,13.14398426,7.576518564,8.642548221,11.46974042,12.71383876,13.23146905,13.81055021,6.288727476,7.318697281,7.346588731,6.564695761,7.702005122,7.736830604,37.85042744,781.8290131,4.2,6.7,38.6,30.1,11.8,6.5,2.1,9.8,49.5,3,3,38.6
20091.001,8.454954955,20091,38.838575,-94.746424,"Kansas","Johnson","Not in a city",8.027682198,66062,123721575,74411,3.721453287,2.486591696,10.44538169,16.43454354,14.56687457,1226034453,544179,8.605276306,8.517193191,11.92843384,12.74039987,13.34376703,6.214608098,7.60090246,8.517193191,12.17676238,13.01633515,13.77692598,0.60486186,4.170733856,4.797530318,1.524886115,4.294924321,5.24665007,443.8529429,601.4391589,1.1,2.1,15.4,23,8.1,33.8,16.5,2.7,18.6,2,2,49.66666667
12105.6006,8.104137931,12105,28.028889,-81.972222,"Florida","Polk","Lakeland",9.891444854,33815,19222946,14267,16.2949827,20.43793253,19.91290905,13.19553011,9.348663336,4656375819,602095,7.26363429,9.89443126,11.24407392,11.73552098,12.31899479,6.214608098,7.60090246,12.15295865,13.09948583,13.60759283,14.20645541,5.616419011,5.89883689,6.636833519,6.408448106,6.580627673,7.163756466,129.3054993,742.1859272,13.8,17.1,42.7,15.3,4.8,4.8,1.4,23.4,73.6,3,3,18.625
22079.0002,9.047413793,22079,31.177638,-92.410611,"Louisiana","Rapides","Alexandria",10.91341803,71302,170509700,15049,0,0.033269962,1.247307445,2.342601006,3.903278962,3413506392,131613,7.666953469,8.517193191,10.86154471,11.27926908,11.8877903,6.214608098,7.60090246,11.36923046,12.48869159,13.37132734,14.14198539,2.459890431,5.4687295,6.219822691,2.487026806,5.843198186,6.464186479,38.55654125,88.25890844,5.8,15.7,33.4,27,7.1,7.7,3.4,23.6,54.9,4,4,35.63636364
19163.0018,11.24918033,19163,41.550005,-90.600115,"Iowa","Scott","Davenport",8.892742611,52804,87535930,27379,30.9100346,32.76025524,23.64928181,17.64031351,13.03098243,1186444226,165224,7.792011951,8.80265477,11.69456516,12.18324254,12.65381711,6.214608098,7.60090246,11.12649548,12.69886635,13.23241212,13.87353295,4.634781553,6.439393391,6.810994844,5.071284616,6.763481024,7.210568012,139.2598121,312.774423,6,23.4,35.3,19.9,4.6,10.7,0,44.4,64.7,3,3,42
16059.0004,9.720689655,16059,45.181897,-113.890285,"Idaho","Lemhi","Not in a city",1.629837914,83467,1961914237,6270,17.81747405,19.03949772,3.833937845,1.502477515,0.781171939,11819118494,7936,5.851134655,8.517193191,9.210340372,9.61580548,10.1266311,7.434724022,8.604901443,10.60448503,11.32601929,11.768369,12.42903918,0.218495146,0.218495146,0.219159678,1.057264055,1.057264055,1.059471879,0.671454475,3.195858352,11.5,0,5.4,33.8,17.6,24.5,7.2,12.5,16.9,6,6,23.5
39153.0017,13.67368421,39153,41.063526,-81.468956,"Ohio","Summit","Akron",10.89642243,44305,16957399,22294,31.90484429,34.11267301,33.3401581,22.40501914,17.39601995,1069012672,541781,6.772406775,10.44352997,11.65525726,12.08741996,13.11696142,6.214608098,8.403417155,11.86011173,12.90811315,13.45363643,14.35577411,4.920302336,5.081051716,5.206019271,5.07403355,5.234562401,5.538036895,506.8050307,1314.706341,3.5,10.4,41.2,22.4,7.9,11.5,3,13.9,55.1,3,3,41.66666667
21029.0006,12.8231405,21029,37.98629,-85.71192,"Kentucky","Bullitt","Shepherdsville",10.22024401,40165,374053624,32726,5.425605536,4.511245675,4.908691599,3.920481891,4.660856973,769288200,74319,7.354228813,10.48657641,11.33123369,11.98043419,12.86921512,6.214608098,7.60090246,11.54373609,12.72185754,13.42391233,14.43583378,5.028179235,5.226929444,7.447968219,5.265702482,5.764172725,7.632997859,96.60748728,87.49012949,5.9,12.2,41.5,21,7.3,8.1,4,8.7,59.6,2,2,32.83333333
38017.1004,8.327826087,38017,46.933754,-96.85535,"North Dakota","Cass","Not in a city",4.83377825,58102,80929583,29850,0.323529412,5.347318339,9.382569725,12.13475045,8.973794531,4571166077,149778,6.343578383,10.71224428,11.65573951,12.12508958,12.63919116,6.214608098,9.01554579,11.17966485,12.39231461,12.84675884,13.30079503,5.994674963,6.014952199,6.015906665,6.428301982,6.448820516,6.451588528,32.76581893,368.8391673,2.5,3.6,21.8,23.9,9.1,26.2,13,7.9,27.9,4,4,27.28571429
33019.0003,8.546666667,33019,43.364444,-72.338333,"New Hampshire","Sullivan","Claremont",4.068964872,3743,158428482,14103,0.015570934,0.150086505,5.050445619,2.135555669,2.022895864,1391635377,43742,7.889586679,8.517193191,10.5341394,11.12934234,11.90683333,6.214608098,7.60090246,10.97350743,12.29189872,12.93371031,13.74188761,2.433704479,2.435659316,2.44187634,2.757517046,2.768346514,2.802164027,31.43208395,89.01808451,4.2,7.3,46.3,20.7,7.6,10,3.9,12.6,57.8,5,5,28.625
